1;25/05/2005 11:30;76;2.99;1;1
2;28/05/2005 10:35;573;0.99;1;1
3;15/06/2005 00:54;1185;5.99;1;1
4;15/06/2005 18:02;1422;0.99;1;2
5;15/06/2005 21:08;1476;9.99;1;2
6;16/06/2005 15:18;1725;4.99;1;1
7;18/06/2005 08:41;2308;4.99;1;1
8;18/06/2005 13:33;2363;0.99;1;2
9;21/06/2005 06:24;3284;3.99;1;1
10;08/07/2005 03:17;4526;5.99;1;2
11;08/07/2005 07:33;4611;5.99;1;1
12;09/07/2005 13:24;5244;4.99;1;1
13;09/07/2005 16:38;5326;4.99;1;1
14;11/07/2005 10:13;6163;7.99;1;1
15;27/07/2005 11:31;7273;2.99;1;2
16;28/07/2005 09:04;7841;4.99;1;1
17;28/07/2005 16:18;8033;4.99;1;2
18;28/07/2005 17:33;8074;0.99;1;1
19;28/07/2005 19:20;8116;0.99;1;2
20;29/07/2005 03:58;8326;2.99;1;2
21;31/07/2005 02:42;9571;2.99;1;2
22;01/08/2005 08:51;10437;4.99;1;2
23;02/08/2005 15:36;11299;3.99;1;2
24;02/08/2005 18:01;11367;0.99;1;1
25;17/08/2005 12:37;11824;4.99;1;2
26;18/08/2005 03:57;12250;0.99;1;1
27;19/08/2005 09:55;13068;0.99;1;2
28;19/08/2005 13:56;13176;2.99;1;2
29;21/08/2005 23:33;14762;0.99;1;1
30;22/08/2005 01:27;14825;1.99;1;1
31;22/08/2005 19:41;15298;2.99;1;2
32;22/08/2005 20:03;15315;5.99;1;1
33;27/05/2005 00:09;320;4.99;2;1
34;17/06/2005 20:54;2128;2.99;2;1
35;10/07/2005 06:31;5636;2.99;2;1
36;10/07/2005 12:38;5755;6.99;2;1
37;27/07/2005 14:30;7346;4.99;2;2
38;27/07/2005 15:23;7376;5.99;2;1
39;27/07/2005 18:40;7459;5.99;2;2
40;29/07/2005 00:12;8230;5.99;2;2
41;29/07/2005 12:56;8598;2.99;2;1
42;29/07/2005 17:14;8705;5.99;2;2
43;30/07/2005 06:06;9031;4.99;2;1
44;30/07/2005 13:47;9236;10.99;2;2
45;30/07/2005 14:14;9248;0.99;2;2
46;30/07/2005 16:21;9296;6.99;2;2
47;30/07/2005 22:39;9465;6.99;2;2
48;31/07/2005 21:58;10136;2.99;2;1
49;01/08/2005 09:45;10466;0.99;2;1
50;02/08/2005 02:10;10918;0.99;2;1
51;02/08/2005 07:41;11087;5.99;2;1
52;02/08/2005 10:43;11177;6.99;2;1
53;02/08/2005 13:44;11256;2.99;2;2
54;17/08/2005 03:52;11614;2.99;2;1
55;19/08/2005 06:26;12963;2.99;2;1
56;21/08/2005 13:24;14475;4.99;2;1
57;21/08/2005 22:41;14743;5.99;2;2
58;22/08/2005 13:53;15145;4.99;2;2
59;23/08/2005 17:39;15907;4.99;2;2
60;27/05/2005 17:17;435;1.99;3;1
61;29/05/2005 22:43;830;2.99;3;1
62;16/06/2005 01:34;1546;8.99;3;1
63;16/06/2005 15:19;1726;6.99;3;1
64;17/06/2005 05:15;1911;6.99;3;2
65;19/06/2005 08:34;2628;2.99;3;1
66;07/07/2005 10:23;4180;4.99;3;1
67;08/07/2005 12:47;4725;4.99;3;1
68;27/07/2005 04:54;7096;5.99;3;1
69;27/07/2005 20:23;7503;10.99;3;2
70;28/07/2005 03:59;7703;7.99;3;2
71;28/07/2005 04:46;7724;6.99;3;2
72;28/07/2005 11:46;7911;4.99;3;1
73;28/07/2005 18:17;8086;4.99;3;2
74;29/07/2005 11:07;8545;2.99;3;1
75;30/07/2005 13:31;9226;1.99;3;1
76;30/07/2005 21:45;9443;3.99;3;2
77;31/07/2005 03:27;9595;2.99;3;1
78;31/07/2005 11:32;9816;4.99;3;2
79;01/08/2005 14:19;10597;5.99;3;2
80;18/08/2005 14:49;12556;4.99;3;2
81;19/08/2005 22:18;13403;8.99;3;1
82;20/08/2005 06:14;13610;2.99;3;2
83;21/08/2005 20:50;14699;8.99;3;2
84;22/08/2005 09:37;15038;0.99;3;2
85;23/08/2005 07:10;15619;2.99;3;1
86;15/06/2005 09:31;1297;4.99;4;1
87;16/06/2005 08:08;1633;0.99;4;1
88;16/06/2005 14:01;1707;2.99;4;2
89;16/06/2005 15:51;1735;0.99;4;2
90;17/06/2005 14:31;2043;0.99;4;2
91;19/06/2005 09:39;2642;5.99;4;1
92;28/07/2005 02:10;7660;2.99;4;1
93;28/07/2005 04:37;7718;2.99;4;2
94;29/07/2005 18:44;8741;3.99;4;1
95;30/07/2005 08:46;9100;5.99;4;1
96;30/07/2005 18:58;9371;5.99;4;1
97;02/08/2005 07:09;11069;0.99;4;2
98;02/08/2005 08:20;11110;2.99;4;1
99;17/08/2005 00:28;11529;4.99;4;2
100;18/08/2005 00:14;12151;2.99;4;1
101;18/08/2005 05:14;12294;8.99;4;2
102;19/08/2005 02:19;12856;1.99;4;2
103;20/08/2005 09:32;13704;2.99;4;1
104;20/08/2005 12:55;13807;6.99;4;1
105;21/08/2005 04:53;14225;4.99;4;2
106;22/08/2005 13:58;15147;2.99;4;1
107;23/08/2005 07:43;15635;1.99;4;2
108;29/05/2005 07:25;731;0.99;5;1
109;31/05/2005 11:15;1085;6.99;5;1
110;31/05/2005 19:46;1142;1.99;5;1
111;15/06/2005 22:03;1502;3.99;5;1
112;16/06/2005 08:01;1631;2.99;5;2
113;17/06/2005 15:56;2063;4.99;5;2
114;19/06/2005 04:20;2570;2.99;5;2
115;20/06/2005 18:38;3126;4.99;5;2
116;06/07/2005 09:11;3677;4.99;5;2
117;08/07/2005 20:04;4889;2.99;5;2
118;09/07/2005 01:57;5016;4.99;5;1
119;09/07/2005 07:13;5118;5.99;5;2
120;09/07/2005 08:51;5156;1.99;5;2
121;10/07/2005 11:09;5721;0.99;5;2
122;11/07/2005 03:17;6042;8.99;5;1
123;12/07/2005 11:27;6663;3.99;5;1
124;12/07/2005 12:16;6685;4.99;5;2
